chr	start_gene	end_gene	strand_gene	gene_name	ensembl_id	gene_type
chr7	64870172	64930981	+	ZNF273	ENSG00000198039	protein_coding
chr16	2211997	2212863	+	ENSG00000261532	ENSG00000261532	lncRNA
chr6	142301854	142446266	+	ADGRG6	ENSG00000112414	protein_coding
chr1	47074778	47075979	-	TUBAP9	ENSG00000225154	processed_pseudogene
chr1	158254424	158258269	+	CD1A	ENSG00000158477	protein_coding
chr8	123219967	123241377	-	C8orf76	ENSG00000189376	protein_coding
chr17	48382371	48382586	-	U3	ENSG00000200538	snoRNA
chr7	100049774	100065040	+	ZSCAN21	ENSG00000166529	protein_coding
chr5	6310441	6339884	-	LINC02145	ENSG00000250490	lncRNA
chr12	54358489	54359212	-	ENSG00000289854	ENSG00000289854	lncRNA
chr11	25588475	25588795	-	RPL36AP40	ENSG00000240298	processed_pseudogene
chr21	8701461	8701562	+	ENSG00000279167	ENSG00000279167	processed_pseudogene
chr11	46123031	46177106	+	ENSG00000255314	ENSG00000255314	lncRNA
chr16	27863251	27863356	+	RNU6-159P	ENSG00000212382	snRNA
chr4	127028107	127028219	-	Y_RNA	ENSG00000199862	misc_RNA
chr13	103420825	103428298	+	LINC01309	ENSG00000234551	lncRNA
chr2	5602505	5691488	-	LINC01248	ENSG00000224128	lncRNA
chr16	28989140	28990778	-	ENSG00000261552	ENSG00000261552	lncRNA
chr2	63892146	64019428	-	VPS54	ENSG00000143952	protein_coding
chr13	54816352	54819238	-	ENSG00000286537	ENSG00000286537	lncRNA
chr19	35957121	35957382	-	ENSG00000267113	ENSG00000267113	processed_pseudogene
chr12	12355403	12357067	-	LOH12CR2	ENSG00000205791	lncRNA
chr19	16479067	16628204	-	ENSG00000141979	ENSG00000141979	protein_coding
chr11	105041326	105101431	-	CARD16	ENSG00000204397	protein_coding
chr6	31462728	31463336	-	ENSG00000233902	ENSG00000233902	unprocessed_pseudogene
chr16	46850999	46851254	+	ENSG00000261725	ENSG00000261725	processed_pseudogene
chr7	28979967	29013367	+	CPVL-AS2	ENSG00000272568	lncRNA
chr2	42680088	42680279	-	ENSG00000226523	ENSG00000226523	processed_pseudogene
chr5	179503322	179515579	-	ENSG00000253652	ENSG00000253652	lncRNA
chr19	47801232	47819051	-	TPRX1	ENSG00000178928	protein_coding
chr16	15135304	15137156	-	ENSG00000291273	ENSG00000291273	lncRNA
chr19	23075201	23100361	+	ENSG00000267886	ENSG00000267886	lncRNA
chr6	122471923	122484161	+	ENSG00000279114	ENSG00000279114	TEC
chr11	111514778	111537043	+	HOATZ	ENSG00000183644	protein_coding
chr2	11677595	11827409	+	LPIN1	ENSG00000134324	protein_coding
chr1	53851719	53889798	-	YIPF1	ENSG00000058799	protein_coding
chr6	524171	525581	+	ENSG00000230433	ENSG00000230433	lncRNA
chr18	61808067	61894247	-	RNF152	ENSG00000176641	protein_coding
chr1	178090677	178093984	-	RASAL2-AS1	ENSG00000224687	lncRNA
chr21	46525618	46525722	+	RNU6-396P	ENSG00000202239	snRNA
chr10	87357720	87370695	+	NUTM2D	ENSG00000214562	protein_coding
chr8	19678572	19688934	+	ENSG00000253270	ENSG00000253270	lncRNA
chrX	102806741	102807824	+	MTCYBP32	ENSG00000229794	processed_pseudogene
chr2	162496936	162497051	+	RNA5SP109	ENSG00000212312	rRNA_pseudogene
chr4	37001772	37023499	+	LINC02616	ENSG00000261761	lncRNA
chr20	19212852	19213477	-	ENSG00000235996	ENSG00000235996	lncRNA
chr15	89883931	89884030	-	MIR5009	ENSG00000264796	miRNA
chr20	17693672	17735871	+	BANF2	ENSG00000125888	protein_coding
chr8	76966768	76966850	-	MIR3149	ENSG00000266712	miRNA
chr9	128818500	128822676	+	ENDOG	ENSG00000167136	protein_coding
chr1	58565631	58565932	-	RN7SL713P	ENSG00000264128	misc_RNA
chrX	97341046	97341344	+	RN7SL74P	ENSG00000265260	misc_RNA
chr9	30773464	30774732	+	KRT18P66	ENSG00000235626	processed_pseudogene
chr5	85112342	85112756	-	ENSG00000249349	ENSG00000249349	lncRNA
chr13	31962930	31963742	+	ENSG00000289617	ENSG00000289617	lncRNA
chr8	124811042	124857516	-	ENSG00000255491	ENSG00000255491	lncRNA
chr6	166098111	166099589	+	ENSG00000287824	ENSG00000287824	lncRNA
chr6	24706747	24707151	+	ENSG00000272402	ENSG00000272402	lncRNA
chr5	147851644	147852659	-	ENSG00000249518	ENSG00000249518	processed_pseudogene
chr7	117604791	117647415	-	ENSG00000083622	ENSG00000083622	lncRNA
chr16	88741631	88742367	+	ENSG00000260617	ENSG00000260617	lncRNA
chr8	130052104	130443674	-	ASAP1	ENSG00000153317	protein_coding
chr2	94786688	94787261	-	SNX18P14	ENSG00000235571	processed_pseudogene
chr4	88206427	88206552	-	RNU6ATAC31P	ENSG00000221440	snRNA
chr2	111265283	111279880	+	ENSG00000229118	ENSG00000229118	lncRNA
chr3	52221080	52225645	-	TLR9	ENSG00000239732	protein_coding
chr11	1732406	1750595	-	IFITM10	ENSG00000244242	protein_coding
chr10	8513687	8515106	-	KRT8P37	ENSG00000213771	processed_pseudogene
chr1	243047698	243047875	-	SEPTIN14P21	ENSG00000231512	transcribed_unprocessed_pseudogene
chr17	41866917	41930542	-	ACLY	ENSG00000131473	protein_coding
chr17	6640985	6644541	+	TXNDC17	ENSG00000129235	protein_coding
chr14	77048172	77086457	-	ENSG00000258473	ENSG00000258473	lncRNA
chrX	72807425	72808210	-	FAM236D	ENSG00000225396	protein_coding
chr8	7753682	7756692	+	FAM90A19	ENSG00000285657	protein_coding
chr10	87154041	87154369	-	RN7SL733P	ENSG00000273946	misc_RNA
chr6	68627879	68635169	-	ADGRB3-DT	ENSG00000230910	lncRNA
chr2	220048822	220049272	-	ENSG00000225911	ENSG00000225911	processed_pseudogene
chr19	1275530	1279244	+	FAM174C	ENSG00000228300	protein_coding
chr13	34079411	34080134	+	ENSG00000280431	ENSG00000280431	TEC
chr5	172656522	172656713	-	ENSG00000253683	ENSG00000253683	processed_pseudogene
chr12	90809207	90810689	+	ENSG00000257787	ENSG00000257787	lncRNA
chr8	102252273	102412759	-	UBR5	ENSG00000104517	protein_coding
chr17	36861674	36936670	-	LHX1-DT	ENSG00000277268	lncRNA
chr9	126819282	126820987	+	ENSG00000288995	ENSG00000288995	lncRNA
chr2	148870024	148870381	-	RPS20P13	ENSG00000228848	processed_pseudogene
chr17	75041740	75042015	+	RN7SL573P	ENSG00000239607	misc_RNA
chr10	114690143	114690634	-	PPIAP19	ENSG00000228169	processed_pseudogene
chr12	110280756	110351093	+	ATP2A2	ENSG00000174437	protein_coding
chr20	21742303	21743077	-	SLC25A6P1	ENSG00000233015	processed_pseudogene
chr3	124374332	124374437	+	MIR6083	ENSG00000276656	miRNA
chr1	69606855	69608301	-	SGO1P1	ENSG00000270615	processed_pseudogene
chr8	60387262	60387995	+	PDCL3P1	ENSG00000226301	processed_pseudogene
chr8	98603253	98606340	+	ENSG00000253911	ENSG00000253911	lncRNA
chr17	67408774	67408881	-	Y_RNA	ENSG00000201547	misc_RNA
chr11	124807822	124808269	-	ENSG00000254941	ENSG00000254941	processed_pseudogene
chr4	148557947	148558048	+	RNA5SP166	ENSG00000201846	rRNA_pseudogene
chrX	72998388	73002856	-	PABPC1L2B-AS1	ENSG00000226725	lncRNA
chr10	21933143	21933438	+	RN7SKP37	ENSG00000201364	misc_RNA
chr22	22785643	22787268	-	ENSG00000275772	ENSG00000275772	processed_pseudogene
chr2	85394753	85418432	-	CAPG	ENSG00000042493	protein_coding
chr2	15591178	15634346	+	DDX1	ENSG00000079785	protein_coding
chrY	23956569	23960218	+	RAB9AP5	ENSG00000231423	unprocessed_pseudogene
chr12	44508275	44921848	-	NELL2	ENSG00000184613	protein_coding
chr9	35957108	35958154	-	OR2S2	ENSG00000278889	protein_coding
chrX	139362040	139362382	+	SNURFL	ENSG00000173954	processed_pseudogene
chr2	172323260	172330582	-	ENSG00000286557	ENSG00000286557	lncRNA
chr18	21119182	21119661	-	RPL21P128	ENSG00000244527	processed_pseudogene
chr4	96152297	96152403	-	RNU6-34P	ENSG00000201744	snRNA
chr8	77013751	77014028	-	HIGD1AP18	ENSG00000253952	processed_pseudogene
chr6	159165899	159170007	-	FNDC1-AS1	ENSG00000233682	lncRNA
chr8	6870592	6877936	-	DEFB1	ENSG00000164825	protein_coding
chr16	11066496	11071102	-	ENSG00000262020	ENSG00000262020	lncRNA
chr2	86815339	86861924	-	CD8B	ENSG00000172116	protein_coding
chr8	137524755	137645564	-	ENSG00000285817	ENSG00000285817	lncRNA
chr18	7566782	8406861	+	PTPRM	ENSG00000173482	protein_coding
chr6	46096004	46129857	-	ENSG00000231769	ENSG00000231769	lncRNA
chr5	181471963	181472430	+	RPL23AP45	ENSG00000213285	processed_pseudogene
chr17	22528853	22528921	-	NMTRS-TGA3-1	ENSG00000241225	unprocessed_pseudogene
chr2	189625443	189626259	-	ENSG00000276828	ENSG00000276828	unprocessed_pseudogene
chr1	109105951	109113857	-	CFAP276	ENSG00000179902	protein_coding
chrM	8295	8364	+	MT-TK	ENSG00000210156	Mt_tRNA
chr15	84080168	84126604	+	EFL1P1	ENSG00000259404	transcribed_unprocessed_pseudogene
chr1	180519016	180519119	-	Y_RNA	ENSG00000206905	misc_RNA
chr20	26103416	26114028	-	NCOR1P1	ENSG00000290409	lncRNA
chr6	46204729	46207386	+	ACTG1P9	ENSG00000229349	processed_pseudogene
chr19	57599885	57612722	+	ZNF530	ENSG00000183647	protein_coding
chr17	59537359	59537499	-	RNU4-13P	ENSG00000200889	snRNA
chr4	58524515	58536328	-	LINC02494	ENSG00000250340	lncRNA
chr7	76090431	76108779	-	ENSG00000290729	ENSG00000290729	lncRNA
chr11	64246939	64249494	-	ENSG00000257086	ENSG00000257086	lncRNA
chr22	17983205	17983619	-	ENSG00000235445	ENSG00000235445	lncRNA
chr11	128836315	128867373	-	KCNJ1	ENSG00000151704	protein_coding
chr19	5904841	5914707	+	ENSG00000267314	ENSG00000267314	protein_coding
chr7	4976370	4989177	+	ENSG00000288620	ENSG00000288620	transcribed_unprocessed_pseudogene
chr7	63057453	63060084	+	ENSG00000233454	ENSG00000233454	unprocessed_pseudogene
chrX	52545151	52547695	+	ENSG00000227058	ENSG00000227058	unprocessed_pseudogene
chr18	50302190	50313595	+	ENSG00000267695	ENSG00000267695	lncRNA
chr22	35685940	35689373	+	ENSG00000228587	ENSG00000228587	lncRNA
chrY	6918682	6920791	+	ENSG00000273906	ENSG00000273906	lncRNA
chr12	51391317	51515763	+	SLC4A8	ENSG00000050438	protein_coding
chr4	55063738	55064026	+	RN7SL424P	ENSG00000244034	misc_RNA
chr19	38975161	39014527	+	ENSG00000287271	ENSG00000287271	lncRNA
chr5	138439057	138446969	+	REEP2	ENSG00000132563	protein_coding
chr5	109237120	109326369	-	ENSG00000249476	ENSG00000249476	lncRNA
chr16	1294354	1300721	-	ENSG00000260710	ENSG00000260710	lncRNA
chrX	115454733	115455194	-	ENSG00000271021	ENSG00000271021	processed_pseudogene
chr14	28489910	28490362	+	RPL26P3	ENSG00000240179	processed_pseudogene
chr5	119629558	119635822	+	FAM170A	ENSG00000164334	protein_coding
chr2	239625698	239630839	+	ENSG00000227459	ENSG00000227459	lncRNA
chr13	21283487	21298091	-	ENSG00000290911	ENSG00000290911	lncRNA
chr2	495731	496633	+	ENSG00000284452	ENSG00000284452	lncRNA
chr17	48931791	48937100	+	ENSG00000230532	ENSG00000230532	lncRNA
chr6	132814569	132817564	+	RPS12	ENSG00000112306	protein_coding
chr22	23630618	23638941	-	ENSG00000211683	ENSG00000211683	lncRNA
chr2	131201142	131202941	-	MED15P8	ENSG00000248796	unprocessed_pseudogene
chr22	16387694	16390887	+	ABCD1P4	ENSG00000225293	unprocessed_pseudogene
chr1	170024077	170024683	+	ENSG00000232959	ENSG00000232959	lncRNA
chr13	110148963	110307157	-	COL4A1	ENSG00000187498	protein_coding
chr20	8934984	8935481	-	ENSG00000276385	ENSG00000276385	processed_pseudogene
chr13	49912702	49936490	-	SPRYD7	ENSG00000123178	protein_coding
chr19	51648862	51649610	+	RPL7P51	ENSG00000243469	processed_pseudogene
chr7	64888527	64890100	-	ENSG00000189316	ENSG00000189316	lncRNA
chr13	23498796	23502874	+	LINC00352	ENSG00000227893	lncRNA
chrX	50202713	50351914	+	CCNB3	ENSG00000147082	protein_coding
chrX	71212811	71225516	+	GJB1	ENSG00000169562	protein_coding
chr1	42682418	42703805	+	YBX1	ENSG00000065978	protein_coding
chrY	8371663	8372030	+	MTND1P1	ENSG00000226529	processed_pseudogene
chr12	43560784	43561297	-	ENSG00000241251	ENSG00000241251	processed_pseudogene
chr4	10737558	10749586	+	LINC02498	ENSG00000283083	lncRNA
chr1	161433444	161440996	-	ENSG00000283317	ENSG00000283317	lncRNA
chr19	1724115	1724395	+	Metazoa_SRP	ENSG00000275642	misc_RNA
chr14	101560287	101560422	-	MIR1247	ENSG00000283857	miRNA
chr1	109884176	109886264	-	ENSG00000235005	ENSG00000235005	lncRNA
chr5	9035033	9546075	-	SEMA5A	ENSG00000112902	protein_coding
chr9	87865320	87866001	+	ENSG00000234460	ENSG00000234460	transcribed_unprocessed_pseudogene
chr2	190343570	190371665	+	INPP1	ENSG00000151689	protein_coding
chr1	180970837	180971247	+	ENSG00000270711	ENSG00000270711	processed_pseudogene
chr1	183620846	183635783	-	ARPC5	ENSG00000162704	protein_coding
chr1	39081316	39487177	+	MACF1	ENSG00000127603	protein_coding
chr2	125665331	125717150	+	ENSG00000286206	ENSG00000286206	lncRNA
chr7	158719730	158720161	+	RPL21P76	ENSG00000228030	processed_pseudogene
chrX	62878811	62884842	-	ZFRP1	ENSG00000234570	processed_pseudogene
chr19	17309518	17323298	+	DDA1	ENSG00000130311	protein_coding
chr12	67440998	67442559	-	LINC02420	ENSG00000256172	lncRNA
chr11	56393729	56394648	+	OR5AL2P	ENSG00000255466	unprocessed_pseudogene
chr19	57267211	57280334	-	ZNF460-AS1	ENSG00000267871	lncRNA
chr15	41837775	41848147	+	PLA2G4B	ENSG00000243708	protein_coding
chr7	89443946	89496918	+	ENSG00000227863	ENSG00000227863	lncRNA
chr14	106062151	106062683	-	IGHV3-7	ENSG00000211938	IG_V_gene
chr10	34201979	34202074	-	Y_RNA	ENSG00000199200	misc_RNA
chr3	20012452	20012606	+	RPL39P18	ENSG00000229468	processed_pseudogene
chr15	85380596	85380662	+	MIR7706	ENSG00000284160	miRNA
chr5	146338839	146341728	+	POU4F3	ENSG00000091010	protein_coding
chr9	134025481	134034666	+	BRD3OS	ENSG00000235106	protein_coding
chr11	20156155	20160475	-	DBX1	ENSG00000109851	protein_coding
chr4	101347752	101349436	+	FLJ20021	ENSG00000254531	lncRNA
chr10	123706207	123940267	-	CPXM2	ENSG00000121898	protein_coding
chr20	45823214	45833745	-	TNNC2	ENSG00000101470	protein_coding
chr4	24321454	24323679	+	ENSG00000289902	ENSG00000289902	lncRNA
chr5	55935095	55995022	-	IL6ST	ENSG00000134352	protein_coding
chr22	23834503	23839128	-	DERL3	ENSG00000099958	protein_coding
chr5	132692628	132737638	-	KIF3A	ENSG00000131437	protein_coding
chr8	15325296	15325569	+	ENSG00000249368	ENSG00000249368	processed_pseudogene
chr1	161389547	161389965	-	ENSG00000289141	ENSG00000289141	lncRNA
chr2	132523617	132523936	+	RN7SKP103	ENSG00000200718	misc_RNA
chr18	46803218	46920160	-	PIAS2	ENSG00000078043	protein_coding
chr4	170226535	170284881	+	LINC01612	ENSG00000250266	lncRNA
chr17	18452955	18453062	+	ENSG00000227919	ENSG00000227919	unprocessed_pseudogene
chr12	92530460	92531324	+	MTCH2P2	ENSG00000258262	processed_pseudogene
chr4	122451470	122456725	-	IL2	ENSG00000109471	protein_coding
chr6	161347417	162727775	-	PRKN	ENSG00000185345	protein_coding
chrX	154919578	154920182	-	ZNF622P1	ENSG00000233688	processed_pseudogene
chr7	157263022	157263229	-	RPL36AP30	ENSG00000224629	processed_pseudogene
chr5	138553756	138575675	-	HSPA9	ENSG00000113013	protein_coding
chr4	112648004	112648071	-	MIR302D	ENSG00000199145	miRNA
chr4	139453232	139476609	+	RAB33B	ENSG00000172007	protein_coding
chr3	187448845	187449450	+	LINC02041	ENSG00000228952	lncRNA
chr1	164351273	164351388	+	RNU5F-6P	ENSG00000199849	snRNA
chrX	125326897	125328021	-	FBLIM1P1	ENSG00000213489	processed_pseudogene
chr2	106521903	106538079	-	ENSG00000231505	ENSG00000231505	lncRNA
chr9	81930226	81977089	-	ENSG00000267559	ENSG00000267559	lncRNA
chr12	118149801	118372907	-	TAOK3	ENSG00000135090	protein_coding
chr18	7231089	7232044	+	LRRC30	ENSG00000206422	protein_coding
chr14	87323753	87332390	+	ENSG00000258958	ENSG00000258958	lncRNA
chr11	44726465	44932423	+	TSPAN18	ENSG00000157570	protein_coding
chr10	13591460	13592323	-	RPL6P24	ENSG00000227474	processed_pseudogene
chr7	151175698	151187832	-	ASB10	ENSG00000146926	protein_coding
chr19	23015059	23031818	-	LINC01859	ENSG00000261558	lncRNA
chr11	119003012	119003446	-	RPL23AP64	ENSG00000240970	processed_pseudogene
chr4	14383123	14409078	-	ENSG00000251412	ENSG00000251412	lncRNA
chr4	10006482	10009725	+	SLC2A9-AS1	ENSG00000250413	lncRNA
chr16	3651639	3717553	-	TRAP1	ENSG00000126602	protein_coding
chr13	47825330	47835956	-	ENSG00000228573	ENSG00000228573	lncRNA
chr8	100572889	100663415	-	SNX31	ENSG00000174226	protein_coding
chr14	18555677	18596310	-	ENSG00000257959	ENSG00000257959	lncRNA
chr10	80716483	80717068	-	RPS7P9	ENSG00000233353	processed_pseudogene
chr17	45108959	45133354	-	PLCD3	ENSG00000161714	protein_coding
chr5	75336329	75364001	+	HMGCR	ENSG00000113161	protein_coding
chr11	43718676	43719143	+	ENSG00000283393	ENSG00000283393	processed_pseudogene
chr1	225964179	225964428	+	NDUFA3P3	ENSG00000213032	processed_pseudogene
chr9	3364329	3364792	-	ENSG00000215297	ENSG00000215297	processed_pseudogene
chr12	44244394	44263982	-	ENSG00000257947	ENSG00000257947	lncRNA
chr1	800879	817712	-	ENSG00000290784	ENSG00000290784	lncRNA
chr11	122449210	122449331	+	RNU4ATAC10P	ENSG00000252776	snRNA
chrX	154884972	154885558	+	H2AB1	ENSG00000274183	protein_coding
chr1	179447602	179457315	-	HNRNPA1P54	ENSG00000236539	processed_pseudogene
chr3	189645327	189645466	-	ENSG00000227971	ENSG00000227971	processed_pseudogene
chr8	12310962	12318316	-	DEFB130A	ENSG00000232948	protein_coding
chr19	7112255	7294414	-	INSR	ENSG00000171105	protein_coding
chr1	29147743	29181900	-	SRSF4	ENSG00000116350	protein_coding
chr18	23453287	23486603	+	RIOK3	ENSG00000101782	protein_coding
chr10	19048801	19790401	+	MALRD1	ENSG00000204740	protein_coding
chr5	180590105	180591499	-	SCGB3A1	ENSG00000161055	protein_coding
chr10	97153045	97292637	-	ARHGAP19-SLIT1	ENSG00000269891	protein_coding
chr3	160225422	160228213	+	C3orf80	ENSG00000180044	protein_coding
chr15	89760591	89778754	+	MESP2	ENSG00000188095	protein_coding
chr1	14124233	14124335	-	RNU6-1265P	ENSG00000252151	snRNA
chr17	43780435	43787620	+	CFAP97D1	ENSG00000231256	protein_coding
chr2	36354744	36355471	-	CRIM1-DT	ENSG00000260025	lncRNA
chr14	50662511	50663178	-	ENSG00000269906	ENSG00000269906	lncRNA
chrX	120966948	120967199	+	ENSG00000270736	ENSG00000270736	processed_pseudogene
chr16	66366690	66404784	+	CDH5	ENSG00000179776	protein_coding
chrX	49262866	49270521	-	ENSG00000286181	ENSG00000286181	lncRNA
chr10	29409402	29512266	+	SVIL-AS1	ENSG00000291093	lncRNA
chrY	25662900	25663226	+	ELOCP34	ENSG00000270535	processed_pseudogene
chr15	40615665	40615928	-	RN7SL376P	ENSG00000265814	misc_RNA
chr19	198264	246544	-	LINC01002	ENSG00000282508	lncRNA
chr5	112707518	112846239	+	APC	ENSG00000134982	protein_coding
chr18	40245879	40247367	+	ENSG00000286844	ENSG00000286844	lncRNA
chr1	23370254	23370346	+	Y_RNA	ENSG00000201405	misc_RNA
chr11	95037482	95039811	+	SRSF8BP	ENSG00000256779	transcribed_processed_pseudogene
chrY	23537308	23546942	-	RBMY2CP	ENSG00000215540	transcribed_processed_pseudogene
chr5	181193924	181205293	-	TRIM7	ENSG00000146054	protein_coding
chr2	3575260	3580920	+	RPS7	ENSG00000171863	protein_coding
chrX	118146063	118146561	+	RPL12P43	ENSG00000234524	processed_pseudogene
chr1	38754216	38815979	-	ENSG00000284632	ENSG00000284632	lncRNA
chr7	19918981	20140453	-	ENSG00000243004	ENSG00000243004	lncRNA
chr17	50235845	50236129	+	SUMO2P7	ENSG00000249838	processed_pseudogene
chr15	77278465	77278774	+	ENSG00000230459	ENSG00000230459	processed_pseudogene
chr4	153381729	153382015	-	RN7SL419P	ENSG00000243883	misc_RNA
chr16	11750586	11797258	-	ZC3H7A	ENSG00000122299	protein_coding
chr5	87420341	87420447	-	RNU6-727P	ENSG00000200462	snRNA
chr22	28687743	28742422	-	CHEK2	ENSG00000183765	protein_coding
chr5	13144000	13190677	+	ENSG00000248145	ENSG00000248145	lncRNA
chr9	66109394	66179474	-	ENSG00000290971	ENSG00000290971	lncRNA
chr22	39021113	39033277	+	APOBEC3D	ENSG00000243811	protein_coding
chr3	77316752	77317598	-	VDAC1P7	ENSG00000213450	processed_pseudogene
chr7	152759749	152855378	+	ACTR3B	ENSG00000133627	protein_coding
chr15	65381484	65422947	-	IGDCC4	ENSG00000103742	protein_coding
chr4	8159049	8160131	+	ENSG00000290015	ENSG00000290015	lncRNA
chr17	80101533	80119881	+	GAA	ENSG00000171298	protein_coding
chr6	32517353	32530287	-	HLA-DRB5	ENSG00000198502	protein_coding
chr3	19389185	19702795	-	ENSG00000287069	ENSG00000287069	lncRNA
chr21	5073458	5087867	+	ENSG00000279687	ENSG00000279687	artifact
chr15	80344853	80404214	-	ARNT2-DT	ENSG00000259495	lncRNA
chr20	11001304	11001763	+	ENSG00000270777	ENSG00000270777	lncRNA
chr4	112077598	112078400	+	TUBB8P3	ENSG00000250307	processed_pseudogene
chr16	2981175	2981591	-	ENSG00000274367	ENSG00000274367	lncRNA
chr14	54859215	54859330	+	RNU6ATAC9P	ENSG00000252019	snRNA
chr1	186375838	186421378	+	ODR4	ENSG00000157181	protein_coding
chr4	164188311	164190367	+	ENSG00000250746	ENSG00000250746	processed_pseudogene
chr4	9567474	9691786	-	ENSG00000287117	ENSG00000287117	lncRNA
chr8	122780302	122781076	+	ENSG00000272043	ENSG00000272043	lncRNA
chr16	15594387	15643154	-	MARF1	ENSG00000166783	protein_coding
chr17	48557262	48560333	+	HOXB-AS2	ENSG00000239552	lncRNA
chr2	151832771	152099167	-	CACNB4	ENSG00000182389	protein_coding
chr17	1858039	1858446	-	ENSG00000108958	ENSG00000108958	processed_pseudogene
chr2	98840675	98840736	-	RNU7-46P	ENSG00000238830	snRNA
chr22	31399604	31530634	+	DRG1	ENSG00000185721	protein_coding
chr17	39637090	39664201	+	STARD3	ENSG00000131748	protein_coding
chr15	30607695	30608193	-	ENSG00000270016	ENSG00000270016	lncRNA
chrX	47623172	47630305	-	CFP	ENSG00000126759	protein_coding
chr19	24004358	24004507	-	RNA5-8SP4	ENSG00000201966	rRNA_pseudogene
